date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
01/01/2018 15:00,,-0.6517691780821919,8.762660297356074,-1.4414965203389805,95.97109718892692,,54011.47985299888,Weekday,Monday,Light_Load
01/01/2018 15:15,,-0.6517691780821919,2.843760100477846,-3.1347729230939407,95.97109718892692,23.04820916230034,54909.40562260814,Weekday,Monday,Light_Load
01/01/2018 15:30,2.1064431152503857,-0.6517691780821919,-17.035938737924017,-9.019580104473176,,19.81943184549688,55793.655785280185,Weekday,,Light_Load
,,-0.6517691780821919,-4.850703246774772,-11.690653349896795,95.97109718892692,11.39599467243251,56684.26595998108,Weekday,Monday,Light_Load
01/01/2018 16:00,1.8471681914641485,-0.6517691780821919,4.581459118359399,10.449667083795552,95.97109718892692,15.705553587498729,57615.63444804962,Weekday,Monday,Light_Load
01/01/2018 16:15,2.2953310267391824,-0.6517691780821919,-15.456340055791754,,,,58513.16313355977,Weekday,Monday,Light_Load
01/01/2018 16:30,2.365453383565587,-0.6517691780821919,-15.39923371078124,,95.97109718892692,19.277987824003784,59381.52484044687,Weekday,Monday,Light_Load
01/01/2018 16:45,4.513360491161626,-0.6517691780821919,15.197597020876398,-14.172494927002054,,,60296.086493831535,Weekday,Monday,Light_Load
01/01/2018 17:00,0.7391254257614905,-0.6517691780821919,,8.820008092709594,95.97109718892692,,61202.666984766576,Weekday,,Light_Load
01/01/2018 17:15,3.284800621394018,-0.6517691780821919,-17.384360342377626,,95.97109718892692,23.19170818922179,62097.327102093885,Weekday,Monday,Light_Load
01/01/2018 17:30,4.711039827232119,-0.6517691780821919,,-8.964404735834439,,22.9297218337432,63013.545000637765,,Monday,Light_Load
01/01/2018 17:45,2.1790726031365555,-0.6517691780821919,-2.344319540070782,8.603738644574433,95.97109718892692,15.462086751253104,63886.16642764586,Weekday,,Light_Load
01/01/2018 18:00,,-0.6517691780821919,9.372293623324495,6.608115653056125,,6.566068961750176,64792.26748788546,Weekday,,Light_Load
,4.126797314485438,,-12.795995278874017,-5.109669294550024,,41.1193533501486,65701.73228277102,Weekday,Monday,Light_Load
,,-0.6517691780821919,-9.23256556531376,-10.337242933086976,95.97109718892692,42.431597882871706,66617.92393281964,,Monday,Light_Load
,,-0.6517691780821919,-13.458585781174676,-9.524071571196965,95.97109718892692,21.28782994555652,,Weekday,Monday,Light_Load
01/01/2018 19:00,3.639879907457047,-0.6517691780821919,11.702727784831092,-0.3420844554075332,95.97109718892692,9.87870830915422,68380.38838443067,,,Light_Load
01/01/2018 19:15,1.6838954937350668,-0.6517691780821919,6.201223939662476,,95.97109718892692,20.68319932589944,69287.47400762842,,Monday,Light_Load
,0.9032742494746387,-0.6517691780821919,14.24778429386412,-3.3829942351047837,95.97109718892692,21.487635336363184,70211.28041644396,Weekday,Monday,Light_Load
01/01/2018 19:45,1.118562488813664,-0.6517691780821919,14.407570096957896,19.752437318932305,95.97109718892692,24.303421451091697,71103.56865822242,Weekday,Monday,Light_Load
01/01/2018 20:00,0.6623897991329772,-0.6517691780821919,-1.433719157887876,,,22.92155891014144,71983.94750766539,Weekday,Monday,Light_Load
01/01/2018 20:15,,,0.7188793907421929,10.486836605661962,95.97109718892692,,72884.59115295508,,Monday,Light_Load
01/01/2018 20:30,,-0.6517691780821919,11.369747272713706,-2.993212073785487,95.97109718892692,18.77281167297882,73819.56156258403,Weekday,Monday,Light_Load
,,-0.6517691780821919,-3.07609594499702,3.1477809350708825,,14.75960520546333,,Weekday,Monday,Light_Load
01/01/2018 21:00,4.022761946265359,,-0.4454778100039304,22.24761892629945,95.97109718892692,17.900890701264558,75610.51408923499,Weekday,,Light_Load
01/01/2018 21:15,4.017079542429051,-0.6517691780821919,17.403865389694303,-5.468737261553533,95.97109718892692,14.717483355105948,76487.98797531448,,Monday,Light_Load
01/01/2018 21:30,1.4746997562453077,,6.193615274514523,11.10656762101621,95.97109718892692,12.13571605039769,,Weekday,Monday,Light_Load
,4.47407525409064,-0.6517691780821919,4.885820957286737,,95.97109718892692,18.285986754925016,78280.4579518146,Weekday,Monday,Light_Load
,1.8754691545824795,-0.6517691780821919,9.921816344427963,11.171239989794357,95.97109718892692,6.524979480160017,79204.35333396067,Weekday,Monday,Light_Load
,1.4501405802846956,,-16.656977987313986,-16.487017254185247,,19.206684496161408,80109.56403654811,,Monday,Light_Load
01/01/2018 22:30,0.5658028000413862,3.558230821917808,-2.566294171473282,5.395873756071137,61.68109718892693,105.53288399643516,,Weekday,Monday,Light_Load
,1.226643239599836,2.698230821917808,,-1.0384680406952411,65.49109718892694,89.75704920650051,81886.92207147555,Weekday,,Light_Load
01/01/2018 23:00,3.509237773665244,3.0882308219178083,,,64.61109718892695,,,Weekday,,Light_Load
01/01/2018 23:15,,2.768230821917808,1.424643470126,3.932573361598604,67.79109718892693,102.19771546012204,,,,Light_Load
01/01/2018 23:30,1.7461765591977083,2.2982308219178083,,3.494043475416102,69.91109718892693,86.38413873216811,,,Monday,Light_Load
,2.7395642718671622,3.308230821917808,-6.185299521862913,,63.94109718892694,88.76125596972818,,Weekday,Monday,Light_Load
01/01/2018 00:00,0.2936863778540028,2.808230821917808,20.479531039407583,6.050371138595208,,101.71680509234858,18.04060527023896,,Monday,Light_Load
02/01/2018 00:15,1.9017938439181803,,15.273682189019516,13.421201786803149,,88.17227363989966,894.6769896931753,Weekday,Tuesday,Light_Load
02/01/2018 00:30,,3.958230821917808,-8.62338616256753,-6.075965956205979,60.071097188926935,,1805.791761463155,Weekday,Tuesday,Light_Load
02/01/2018 00:45,2.954306829520584,3.018230821917808,6.941445360210234,-2.0952665248354174,62.61109718892694,103.06310392850848,2703.609015552796,Weekday,Tuesday,Light_Load
02/01/2018 01:00,,2.948230821917808,-5.583688253122324,14.121679988946404,64.09109718892694,103.6780032913781,3583.6351645544864,,Tuesday,Light_Load
02/01/2018 01:15,1.1685020624113274,4.068230821917808,1.4380463013578215,13.945243271908616,59.57109718892694,,4488.983071524489,Weekday,Tuesday,Light_Load
02/01/2018 01:30,1.045839137993787,2.878230821917808,-18.029178003364592,15.191618676718129,64.04109718892693,94.01302660994476,5398.719850044499,Weekday,Tuesday,Light_Load
02/01/2018 01:45,,3.308230821917808,,-18.60796175226501,61.77109718892694,92.40274587336128,6316.67081854679,,Tuesday,Light_Load
02/01/2018 02:00,,4.168230821917808,,,57.68109718892694,97.50958104140122,,Weekday,,Light_Load
02/01/2018 02:15,3.859170838352595,2.878230821917808,12.139737734029223,5.960418619020915,64.37109718892694,99.20337606965649,8090.514116723107,Weekday,,Light_Load
02/01/2018 02:30,1.1664988243552674,3.708230821917808,12.778088584184532,,59.64109718892694,85.93074121627916,9011.762679490605,Weekday,,Light_Load
,2.2764628699303557,3.738230821917808,,10.90588905742842,59.80109718892694,104.37859510114156,,Weekday,Tuesday,Light_Load
02/01/2018 03:00,,3.058230821917808,4.471969921753119,-15.739415856096985,62.211097188926935,,10807.516110981049,,Tuesday,Light_Load
,2.11759960722448,,,-7.31019809666649,59.00109718892694,86.86660174425214,11710.260316648804,Weekday,Tuesday,Light_Load
02/01/2018 03:30,0.2689850988964477,,,15.449720451863492,62.18109718892693,102.95991985293568,12600.09355089998,,Tuesday,Light_Load
02/01/2018 03:45,3.623195558524936,2.8382308219178083,-17.512432111579425,-1.7546231408848862,64.01109718892695,99.82486984351011,,Weekday,Tuesday,Light_Load
02/01/2018 04:00,,3.988230821917808,-11.690385506614149,-4.9172543755278335,,100.67305711841216,,Weekday,Tuesday,Light_Load
02/01/2018 04:15,2.98082734044383,2.768230821917808,,-19.62161930348704,,94.53288175337474,15313.402217007062,Weekday,Tuesday,Light_Load
02/01/2018 04:30,1.836158053771845,2.8382308219178083,-0.7131021381000465,-4.592762903360238,64.45109718892695,92.77274776097622,16204.59016857806,,Tuesday,Light_Load
02/01/2018 04:45,1.4498621409594503,,15.282442063434672,19.84475746058864,60.561097188926944,94.2355210861862,17097.77368154044,Weekday,Tuesday,Light_Load
02/01/2018 05:00,0.2259720319113811,,16.4314866954193,1.530170328619342,64.74109718892694,101.101178798785,18013.273636328617,,Tuesday,Light_Load
02/01/2018 05:15,2.028356399990828,3.128230821917808,-10.502218028113552,-4.146597320472923,63.491097188926936,,,Weekday,,Light_Load
02/01/2018 05:30,2.646850907936129,3.4182308219178084,-7.316428557940897,5.8101170198180325,62.94109718892694,,19797.21637310148,Weekday,Tuesday,Light_Load
02/01/2018 05:45,,2.768230821917808,-11.026966822832293,,64.74109718892694,92.4383482273252,,Weekday,Tuesday,Light_Load
02/01/2018 06:00,,3.308230821917808,-8.260230118699937,3.71975874023787,63.94109718892694,89.96120276995765,21612.551324518976,Weekday,,Light_Load
02/01/2018 06:15,3.0454834051931288,3.128230821917808,9.380597902338993,,64.22109718892693,96.63522794442336,22517.61256826302,Weekday,Tuesday,Light_Load
02/01/2018 06:30,0.4393010906151073,2.5882308219178083,,2.768953718983284,66.24109718892694,90.85544927754734,23402.876864179,Weekday,Tuesday,Light_Load
02/01/2018 06:45,2.2549125755307937,3.4182308219178084,-7.5720365033525505,5.886869821887088,64.02109718892694,,24292.02451748734,,Tuesday,Light_Load
02/01/2018 07:00,0.1141001804302979,2.698230821917808,,-14.428109764329074,,101.43812226627216,25194.063640982236,Weekday,Tuesday,Light_Load
02/01/2018 07:15,0.5890512754100081,,-2.0280653863894047,-5.727484472047495,67.08109718892695,102.20887179497753,26108.736477686143,Weekday,,Light_Load
,3.458013877634875,3.918230821917808,0.44770540085237,,76.92109718892695,94.60023833566746,26984.52127312724,Weekday,Tuesday,Light_Load
02/01/2018 07:45,3.493048437899575,4.1382308219178086,,-19.80782255428916,74.37109718892694,99.6391248974756,27896.100571119663,Weekday,Tuesday,Light_Load
,6.113628976927341,3.888230821917808,,19.59142577083469,78.87109718892694,87.78028250859899,,Weekday,,Light_Load
,29.38665823412959,,17.702551875196473,-7.9176518332635615,79.86109718892695,100.89002967222096,29712.73453479913,Weekday,Tuesday,Light_Load
02/01/2018 08:30,43.30849632541765,28.00823082191781,-2.9751703893855246,-12.006763697992612,80.94109718892693,98.95479027103684,,Weekday,Tuesday,Light_Load
02/01/2018 08:45,49.07245042707488,34.66823082191781,1.0319546850464687,8.333050539805432,78.72109718892693,89.43839727348,31484.81440348205,,Tuesday,Light_Load
,56.06416408272448,11.878230821917809,-14.667377890503523,13.936714411499372,93.57109718892691,105.20587828188836,32410.561464738483,Weekday,Tuesday,Light_Load
02/01/2018 09:15,56.93386934117797,7.668230821917808,16.841501192583603,13.660892799223667,94.92109718892696,87.91364861706472,33299.23920601097,Weekday,Tuesday,Medium_Load
,,3.888230821917808,-2.7435834240221624,,95.58109718892696,98.47051381199554,34201.521858166714,Weekday,Tuesday,Medium_Load
02/01/2018 09:45,,1.688230821917808,,-1.3672509918609923,95.85109718892691,104.21482464232236,,Weekday,Tuesday,Medium_Load
02/01/2018 10:00,51.714420228535104,,,15.961420258654313,95.09109718892694,91.292158277703,,Weekday,Tuesday,Medium_Load
02/01/2018 10:15,51.59955172253076,6.868230821917807,-0.9681947698789848,,,102.2375693581072,36905.735626234695,Weekday,Tuesday,Maximum_Load
,53.785678409458,7.698230821917807,-19.77709838618616,4.501357083741106,94.76109718892695,,37807.634506757546,,Tuesday,Maximum_Load
02/01/2018 10:45,77.96668364083766,31.748230821917808,8.686159927810287,20.04294372296167,88.69109718892693,,,Weekday,,Maximum_Load
02/01/2018 11:00,74.62115232765231,24.838230821917808,-9.356396384708995,-3.833811032397392,90.97109718892692,,,Weekday,Tuesday,Maximum_Load
02/01/2018 11:15,126.31042922510446,70.1982308219178,11.907471802336186,-0.7181964672731259,83.54109718892693,91.84112599528969,,Weekday,Tuesday,Maximum_Load
02/01/2018 11:30,141.27285900576084,77.82823082191781,-15.909105833644889,8.215017258272512,83.84109718892694,101.99741634856788,41391.5172090885,Weekday,Tuesday,Maximum_Load
02/01/2018 11:45,89.64021758618904,53.63823082191781,-17.18452681408042,18.0515330509231,,87.95155208851958,42283.61123813496,,Tuesday,Maximum_Load
02/01/2018 12:00,,65.40823082191781,-13.21916970402376,-8.940104864406104,84.12109718892694,95.28396982480244,43195.75925871072,Weekday,Tuesday,Maximum_Load
02/01/2018 12:15,18.82885734650436,4.8882308219178086,-15.323700028128243,,92.06109718892694,73.69623676365637,44085.69033424699,,Tuesday,Medium_Load
02/01/2018 12:30,6.203458652471212,-0.6517691780821919,-6.723567171616609,11.052663495325366,,34.48158991246327,,Weekday,Tuesday,Medium_Load
02/01/2018 12:45,5.415389035884357,-0.6517691780821919,22.01165293263951,12.346534379959104,95.97109718892692,34.79313274252426,45913.39956903962,Weekday,Tuesday,Medium_Load
,,,-18.172269315699324,-18.19261060079668,95.97109718892692,23.192798299049887,,,,Medium_Load
02/01/2018 13:15,78.90867400560903,26.63823082191781,-6.179072405215681,,90.57109718892691,100.22198278994908,47682.62887929404,Weekday,Tuesday,Medium_Load
02/01/2018 13:30,96.18625300133785,,,-16.327550608644113,86.18109718892694,95.08906967778525,48604.56506321653,Weekday,Tuesday,Medium_Load
02/01/2018 13:45,124.60031114961174,49.13823082191781,,-1.1172454638317717,88.82109718892693,,49501.77492765227,Weekday,Tuesday,Medium_Load
02/01/2018 14:00,,42.68823082191781,-3.890082259056753,-14.617458514826266,88.85109718892693,103.22799671735156,50394.48365202683,Weekday,Tuesday,Medium_Load
02/01/2018 14:15,122.62377888620742,54.60823082191781,19.432992147005567,-14.097157414704576,87.20109718892695,,51297.15701483756,Weekday,,Medium_Load
02/01/2018 14:30,,52.84823082191781,-16.696191408484093,14.826506379924584,88.35109718892693,,52183.60345065775,Weekday,Tuesday,Medium_Load
02/01/2018 14:45,,26.928230821917808,5.215005215827,-10.134470145282087,,100.85905538205378,53108.43759934975,Weekday,Tuesday,Medium_Load
02/01/2018 15:00,,60.258230821917806,16.8659150777123,-2.991212660762934,88.06109718892694,105.33827167562744,54003.6300980502,Weekday,Tuesday,Medium_Load
02/01/2018 15:15,84.84550649851822,33.61823082191781,18.211230674138186,0.3342749786766096,89.00109718892693,102.64131654582448,54886.48322338384,,Tuesday,Medium_Load
02/01/2018 15:30,141.99960703578444,61.91823082191781,-11.420674408934545,7.307969833155526,87.42109718892695,86.99669291332768,55792.85765299964,Weekday,,Medium_Load
02/01/2018 15:45,115.3191902881976,,,2.538351147548239,87.03109718892694,96.30918800657474,56695.25184816282,Weekday,Tuesday,Medium_Load
02/01/2018 16:00,126.31309455645923,60.508230821917806,5.703086497674013,-9.16874905978023,86.37109718892694,,57602.62828593703,Weekday,,Medium_Load
02/01/2018 16:15,134.20269828528967,,18.10885036666126,-6.84132370947714,88.30109718892695,96.5076766579225,58510.00905575743,,Tuesday,Medium_Load
02/01/2018 16:30,83.57483747079488,34.19823082191781,18.89084570253084,,,91.9683144938902,59394.5701532094,Weekday,Tuesday,Medium_Load
,147.41848447899648,64.6182308219178,-7.026263632809549,0.4515516286287975,87.41109718892693,95.47291797564858,60285.86713098979,Weekday,,Medium_Load
02/01/2018 17:00,,30.12823082191781,-6.295342411253106,-6.75306232912207,90.24109718892694,88.93220765721887,,Weekday,Tuesday,Medium_Load
02/01/2018 17:15,65.33424726113725,25.158230821917808,-16.813057973267924,2.644006181078653,89.33109718892695,87.82446617916335,62107.97595067739,Weekday,Tuesday,Maximum_Load
,115.0978267511491,49.38823082191781,-0.1055594507695297,20.201705452379333,87.76109718892695,92.41791727005344,63010.54344334461,Weekday,Tuesday,Maximum_Load
02/01/2018 17:45,110.95834835107443,,-12.034331766599497,4.70846678684093,91.59109718892694,105.22032109855786,63917.58073439318,,Tuesday,Maximum_Load
02/01/2018 18:00,73.47867376972977,11.088230821917808,14.422130094271362,-14.53497395384675,94.82109718892691,99.28999617122278,64813.61615194464,Weekday,Tuesday,Maximum_Load
02/01/2018 18:15,,,7.471663750063395,9.561349504101996,89.95109718892695,102.01109454629966,,Weekday,,Maximum_Load
,,19.28823082191781,,-13.097160279994831,84.21109718892694,102.99699040110656,66587.31095546231,,Tuesday,Maximum_Load
,36.89436980278873,8.168230821917808,0.3447581449249041,-16.69684672738367,93.65109718892694,100.08452090711812,67488.39028171159,Weekday,Tuesday,Maximum_Load
02/01/2018 19:00,,1.328230821917808,-10.17168208773351,-7.59023850912114,95.81109718892694,95.03838551379502,68415.57773858117,Weekday,Tuesday,Maximum_Load
02/01/2018 19:15,,5.788230821917809,-3.97625714863178,-4.2083838119092,94.78109718892694,92.56674104138452,69301.17016508731,Weekday,Tuesday,Maximum_Load
,,1.868230821917808,-8.49640984560166,,95.73109718892697,,70215.02347487927,Weekday,Tuesday,Maximum_Load
02/01/2018 19:45,,4.6382308219178086,,3.5163144178332715,,96.03256112616774,71097.4816418994,,Tuesday,Maximum_Load
,35.304954552738764,4.028230821917807,,-15.936258366259514,95.23109718892697,98.19214845750436,72004.92713552623,Weekday,Tuesday,Maximum_Load
02/01/2018 20:15,30.47725368333183,,-6.41155170842467,,95.87109718892694,101.51458102328633,72911.2700108078,Weekday,Tuesday,Medium_Load
02/01/2018 20:30,,,-17.761962257320246,-17.392013407734396,,,73787.07553427457,Weekday,Tuesday,Medium_Load
02/01/2018 20:45,10.207340725526333,-0.6517691780821919,0.360135823894969,3.672771185345847,95.97109718892692,43.28788265783917,74707.7487492471,,,Medium_Load
,7.907401094066405,,3.307363788317472,-17.515538364808144,95.97109718892692,33.113366315148845,,Weekday,Tuesday,Medium_Load
02/01/2018 21:15,3.658457933693314,-0.6517691780821919,19.096619900882025,14.70028030412321,95.97109718892692,29.284794433827464,76507.79064426036,Weekday,,Medium_Load
02/01/2018 21:30,5.3767750659580615,,-13.680230657347936,-7.836660102719679,95.97109718892692,20.70088450195994,77401.42587894574,,Tuesday,Medium_Load
02/01/2018 21:45,4.744763206180801,-0.6517691780821919,,,95.97109718892692,7.69767778157108,,Weekday,Tuesday,Medium_Load
02/01/2018 22:00,,,-15.285569753852176,-4.980471878115193,95.97109718892692,17.269714504411205,79186.51227826733,Weekday,Tuesday,Medium_Load
02/01/2018 22:15,1.6201527993495015,1.1882308219178082,-12.480167395750236,-11.246357990437824,,29.558501003300726,80096.51414573095,Weekday,Tuesday,Maximum_Load
02/01/2018 22:30,4.083425450422324,4.568230821917808,-8.923950298855114,-8.462453427349315,62.41109718892694,99.02870561380696,80990.69857133254,Weekday,Tuesday,Maximum_Load
02/01/2018 22:45,3.8455035699839497,4.528230821917807,13.65537352185706,-8.718747532646764,63.01109718892695,105.2017963141398,81903.59023570093,Weekday,Tuesday,Maximum_Load
,1.6153917222254046,4.458230821917809,1.051685151323599,2.983684882251249,63.51109718892695,89.79958188224913,82817.35951154771,,,Maximum_Load
02/01/2018 23:15,5.117507517972238,3.888230821917808,-14.786426055344023,,,96.21343999197737,,Weekday,Tuesday,Light_Load
02/01/2018 23:30,2.8026178050853003,3.598230821917808,,,69.20109718892695,85.91632462551891,84605.8886204951,,,Light_Load
,2.5716742506370447,3.598230821917808,-11.01578264965558,,68.97109718892693,93.22518606591709,85498.04707379226,Weekday,Tuesday,Light_Load
